序号,MD5,名称,介绍,模型UID,模型参数及说明,是否有示例数据（资源）,display_name_en
1,6d5b39c521ff401cf5be921180e1c151,1978Texas冬小麦产量区域尺度的估计,,16488859-aaab-4b71-80b2-57bd214dffd5,"输入: a-回归系数(REAL), b-回归系数(REAL), c-回归系数(REAL), y-农业气象学模型的估计结果(REAL), I_green-MSS数据得到的绿度指数值(REAL) | 输出: double-小麦产量(REAL)",,1978 Texas Winter Wheat Yield Estimation
1529,f22b45ffe8f34f198943812323332623,平均相对增长率,,c6137c1b-a300-467b-80ca-5012cd2f6216,"输入: x1-时间t1的密度或基本面积(REAL), x2-时间t2的密度或基本面积(REAL), t1-参数(REAL), t2-参数(REAL) | 输出: RGR-平均相对增长率(REAL)",,Average Relative Growth Rate
1530,9fdf9412b9bc7e231017498977f46ddf,含蓄水量Iw模型,,3eb910aa-a196-438d-9c6d-ffa430386fd4,"输入: l-各种用地面积(REAL_ARRAY), w-各种含蓄水源量(REAL_ARRAY), L-聚落总面积(REAL), Wmax-顶级植物群落涵蓄水原谅(REAL), k-子系统数量(INT) | 输出: Iw-含蓄水量(REAL)",,Implied Water Capacity Iw Model
1531,1a1d5e033cc30a072289dcee6a355259,土壤侵蚀相对强度,,572332d0-f195-4f79-9393-083e9277ae47,"输入: E-各种土地利用方式所产生侵蚀量(REAL_ARRAY), E_-聚落内各类土壤允许侵蚀量(REAL_ARRAY), k-子系统数量(INT) | 输出: Is-土壤侵蚀相对强度(REAL)",,Relative Intensity Of Soil Erosion
1532,e0571033c952f185c06f5f5d02c03cab,生活用水保证率,,acfc39c2-be77-4e59-9759-c56868e5e2ac,"输入: p-各类人口数量(REAL_ARRAY), d-各类人口保证用水日数(REAL_ARRAY), P-聚落人口数(REAL), k-子系统数量(INT) | 输出: W-生活用水保证率(REAL)",,Domestic Water Guarantee Rate
1533,75afab5ebe933112de0be432cae66794,薪柴攻击能力S模型,,ffa7c04d-f101-4de9-bf8a-87fdafb4c146,"输入: M-聚落薪柴年净生长值(REAL), N-聚落薪柴年热值(REAL), m-各个燃料数量(REAL_ARRAY), n-各个燃料热值(REAL_ARRAY), k-子系统数量(INT) | 输出: S-薪柴攻击能力(REAL)",,Firewood Attack Capability S Model
1534,e04d0e5478c583e24044a0aee8ea6d2d,经济环境指标,,b4b0ad39-6c28-4554-a5fa-5f28794cd952,"输入: N-聚落总收入(REAL), n-各个子系统的收入(REAL_ARRAY), k-子系统数量(INT) | 输出: T-稳定性(REAL)",,Economic Environment Indicators
1535,e8326744c721378c633ee1872759a712,生态脆弱性指数EFI,,a3b69f2b-53a9-4171-b374-f2e81eb80d5b,"输入: C-敏感因子权重(REAL_ARRAY), alpha-实际值(REAL_ARRAY), T-阈值(REAL_ARRAY), n-数目(INT), maxT-最大阈值(REAL), minT-最小阈值(REAL) | 输出: EFI-生态脆弱性指数(REAL)",,Ecological Vulnerability Index EFI
1536,bdebbd38a4b211a7531e2fa227833493,土层抗张强度的增量,,e49e1040-5d78-4040-9b9b-e5490e78a5eb,"输入: FBi-直径组i中给定面积内的所有侧根数(REAL), ARi-i组中侧根的平均横断面积(REAL) | 输出: Ti-直径i组中侧根的平均抗张强度(REAL)",,Increment Of Soil Tensile Strength
1537,54629874ae42a3c03a29e2014c4b3ddf,等量化处理后的生态占用公式,,053b3149-959d-417b-b2ba-8cf26b1b5d48,"输入: A-资源消耗和废物消纳(REAL_ARRAY), Qe-等量化因子(REAL_ARRAY) | 输出: Fe-等量化处理后的生态占用(REAL)",,Ecological Occupation Formula After Equal Quantification
1538,aecfba090a5313957fcebd449de0338b,追踪资源消耗和废物消纳,,ab161000-8a25-461a-8002-c46ca48bf233,"输入: P-生态生产力(REAL_ARRAY), I-资源进口量(REAL_ARRAY), E-资源出口量(REAL_ARRAY), Pe-参数(REAL_ARRAY), n-生态系统数量(INT) | 输出: A-资源消耗和废物消纳(REAL)",,Track Resource Consumption And Waste Consumption
1539,402317e6f57b72179a89620f47418113,草地生态系统服务总价值,,f5a36359-f493-4389-8e58-6ac94b662f91,"输入: A-草地类的面积(REAL_ARRAY), p-草地类各类生态服务单价(REAL_ARRAY) | 输出: V-草地生态系统服务总价值(REAL)",,Total Value Of Grassland Ecosystem Services
1540,3be363c4f1d9d46d7641aec260fb3695,生产量模型,,0f1a2fc8-039e-4544-acce-de65bdae394c,"输入: Nt-t时间时的种群数量(REAL), delt_W-每隔时间个体总增加量(REAL), delt_N-每隔时间个体总增加量(REAL) | 输出: PshrT-生长期的生产量(REAL)",,Throughput Model
1541,1b37760a0f830711d6cce0d851734d3f,存池量模型,,c3f1f63e-0c19-43a0-bf66-b0d10e4d0324,"输入: K-水深逃逸系数(REAL), S-虾池面积(REAL), N-捕到虾的总尾数(INT), D-捕虾网直径(REAL), E-打网数量(INT) | 输出: M-虾池存苗尾数(REAL)",,Inventory Model
1542,2fc9c99d71429180d3728c9d10686fc4,新的结构复杂性指标,,d1811691-ea98-4c84-8c04-b6e1989eff84,"输入: I_sc-测试区三角形数量(REAL), AT-所有三角形的水平投影面积(REAL) | 输出: Isc-新的结构复杂性指标(REAL)",,New Structural Complexity Metric
1543,a9322a86f4813c72e15941f0c8190635,标准误差的计算式,,4cdc8a04-2beb-4008-b115-486ceb932402,"输入: N-测试区树的数量(INT), A-地块面积(REAL), L-地块周长(REAL) | 输出: CEse-标准误差(REAL)",,Standard Error Calculation Formula
1544,5703fba3906c2d18f1bf812c117977c4,至最近点的期望距离,,c82dea43-94a3-4dc3-aafb-16fab76655d1,"输入: N-测试区树的数量(INT), A-地块面积(REAL), L-地块周长(REAL) | 输出: CEexp-至最近点的期望距离(REAL)",,Desired Distance To Nearest Point
1545,0bae9d2a86daf74ddda8678c7f60e956,边缘效应强度模型,,b0394e10-8492-41a9-b6dc-9b7261dbd043,"输入: X-指标数(REAL), Yh-交错区里t0时第h个指标(REAL), Yh_-t0时的值(REAL), yh-相邻的群落t0时第h个指标(REAL_ARRAY), y_h-t0时的值(REAL_ARRAY), m-与边缘相邻的群落数(INT), x-参数(REAL) | 输出: E-边缘效应强度(REAL)",,Edge Effect Strength Model
1546,1dc8f1e0bebaa2c64047e2ad02d6fd97,副食品增长率,,89b33d09-3229-4279-b4f6-894e107f5d9f,"输入: C1-初始年份的耕地面积(REAL), C2-灌溉农田相对于旱地的增产系数(REAL), Ri-参数(REAL), T-时间(REAL), Rf-油料瓜菜果品饲料作物面积的变革(REAL), X2-农业人口物质能量投入(REAL), Rs-科技进步贡献率(REAL), C3-初始年份的科技进步贡献率(REAL), Rd-气候波动和灾害影响(REAL) | 输出: F2-产出副食折能(REAL)",,Non-Staple Food Growth Rate
1547,c2fd9794683009d466688dc65aeacaed,食物增长模型,,956a1507-c1ec-41a3-bdd9-15a27807d43a,"输入: C1-初始年份的耕地面积(REAL), C2-灌溉农田相对于旱地的增产系数(REAL), Ri-参数(REAL), t-时间(REAL), Ra-粮食播种面积的变率(REAL), Rw-灌溉农田面积增加速度(REAL), C3-初始年份的科技进步贡献率(REAL), X1-每0.067hm2耕地上投入的工业能(REAL), Rs-科技进步贡献率(REAL), Rd-气候波动和灾害影响(REAL) | 输出: F1-粮食产量(REAL)",,Food Growth Model
1548,0afe9ba350f69cc2da1d740163a04ed5,绿洲生态需水模型,,2da35c91-8a0d-4670-a081-2188eaf635af,"输入: Eu-单位面积植被需水量(REAL), Apc-植被覆盖面积(REAL) | 输出: V-绿洲生态需水量(REAL)",,Oasis Ecological Water Demand Model
1549,68aca1b589c50fc6ef01e653b2b3c940,中国所有主要森林类型与木材体积的简单线性关系,,49ce0cc4-0b16-4230-a357-4bad5a0b9778,"输入: v-显存木材体积(REAL), a-森林类型常数(REAL), b-森林类型常数(REAL) | 输出: y-现存生物量(REAL)",,Simple Linear Relationship With Wood Volume For All Major Forest Types In China
1550,a906322c9577e6620efde666394502d0,持续性系数,,4863dd42-7ba0-484b-8363-89ed04009d33,"输入: En-第n年的经济效益系数(REAL), E0-基础年的经济效益系数(REAL), n-年数(INT) | 输出: EL-持续性系数(REAL)",,Persistence Coefficient
1551,1a02da0f700a06bd1caec16cf41d50be,系统稳定性,,6220aa04-b415-40bb-a82c-6fddb6369629,"输入: Q-各个年份有用能量产出(REAL_ARRAY), Q_-研究时段有用能量出均值(REAL), n-年数(INT) | 输出: double-系统稳定性(REAL)",,System Stability
1552,68c7e08c94c81d940af7c23ec8839aca,系统抗逆力Pr,,25c2e15c-6496-4469-af5d-c4a59cb7ef80,"输入: Pd-灾年小流域产值(REAL), PN-正常年小流域产值(REAL) | 输出: Pr-系统抗逆力(REAL)",,System Resilience Pr
1553,1a64c53d6cdd0bbf5e3b5a652a9eedc7,效益协调系数Lamda,,598a2697-ab93-4809-a7ff-3d16fb5d161e,"输入: X1-生态效益(REAL), X2-经济效益(REAL), X3-社会效益(REAL) | 输出: Lamda-效益协调系数(REAL)",,Benefit Coordination Coefficient Lamda
1554,f48b04fb1be359ef23b65d3cc6988c29,生态经济系统结构势模型,,f1b57219-04d2-4de3-9f8b-994b0eed2436,"输入: Rc-各个子系统投入产出率(REAL_ARRAY), C-常数(REAL), R_-子系统数(REAL), n-参数(INT) | 输出: H-生态经济系统结构势(REAL)",,Eco-Economic System Structural Potential Model
1555,37e2ced5767faaa9e5bb44e4d58456b8,收入递增率ln模型,,5a0e6ab7-d5c5-4a13-a26f-b45646d3c294,"输入: Xn-第n年的净产值(REAL), X0-基础年的净产值(REAL), n-年数(INT) | 输出: l_n-收入递增率(REAL)",,Income Growth Rate Ln Model
1556,12dd2e438707c41be4bc305a2c30efa6,粮食亩产潜力实现率模型,,94c37be1-c7e9-46f9-a4d8-97ba93646829,"输入: Yc-现有亩产量(REAL), Yp-潜在亩产量(REAL) | 输出: Ry-粮食亩产潜力实现率(REAL)",,Grain Yield Potential Realization Rate Model
1557,75f22ae6c9549de72c8c81921abfb082,样本平均方差的无偏估计,,4a776393-9da7-479a-a10f-d88358f2d5af,"输入: y-种群中所选元素的利益变量(REAL_ARRAY), n-样本中个体数(INT), N-种群中个体数(INT) | 输出: thet-样本平均方差(REAL)",,Unbiased Estimate Of Sample Mean Variance
1558,194d22bf754d90dba57832837a650986,人工神经网络,,eb1ea0f5-3f28-470a-b2f1-0725f80d4676,"输入: Wj-第i节点的连接权重(REAL_ARRAY), Qk_1-k-1层节点i的输出(REAL_ARRAY), N-节点层数(INT) | 输出: NETkj-输出值(REAL)",,Artificial Neural Network
1559,07522d41229cdf119402f428d5eaf4cf,多种群组成的群落演替模型,,bca3b8d4-b4c8-4027-ac47-594981e5a926,"输入: c-种群p[i]的拓植率(REAL_ARRAY), p-种群(REAL_ARRAY), n-种群数(INT), m-死亡率(REAL_ARRAY) | 输出: pnt-种群n变化率(REAL)",,Community Succession Model Composed Of Multiple Populations
1560,dac3cfc40a66d448dbec974217707b1b,两个种群组成,,f355e672-595f-40ca-9750-71d671dfcf94,"输入: c1-种群1的拓植率(REAL), p1-种群1的大小(REAL), c2-种群2的拓植率(REAL), p2-种群2的大小(REAL), m-种群2的死亡率(REAL) | 输出: default_N-p2t(REAL)",,Composed Of Two Populations
1561,84dbccc618d61cd7af5228e8278a59d3,单种群逻辑斯蒂模型,,8980184a-2e28-4028-a783-9442fa19ca76,"输入: c-种群的拓植率(REAL), p-种群的大小(REAL), m-死亡率(REAL) | 输出: dpt-种群变化率(REAL)",,Single Population Logistic Model
1562,22547043ed9316c68673396d2726b482,年时间序列对各养分流失量的边际量分析,,c767d9a9-1aa0-4516-bf5b-2602ab16c590,"输入: delt_y-养分含量变化(REAL), delt_x-时间变化量(REAL) | 输出: Pmp-弹性系数(REAL)",,Marginal Volume Analysis Of Each Nutrient Loss In Annual Time Series
1563,8888e8bcc58c9019ee42ee5e3a366bbc,年时间序列对各养分流失量效应的弹性系数,,4dfc0883-1445-4e1c-8114-2034c2a3e39f,"输入: delt_y-养分含量变化(REAL), delt_x-时间变化量(REAL), x-时间参数(REAL), y-养分含量参数(REAL) | 输出: Pe-弹性系数(REAL)",,Elasticity Coefficient Of The Effect Of Annual Time Series On The Loss Of Various Nutrients
1564,9026ede3a0a6465398747a3d4f4aab57,养分流失量的预测模型,,7aa93c39-de34-4703-859b-1adf7b510102,"输入: A-参数(REAL), B-参数(REAL), X-观测年时间序列(REAL) | 输出: Y-上述各养分的含量(REAL)",,Prediction Model For Nutrient Loss
1565,dbc978eaa16c79c91bb30d3401f32e57,计算用材林采伐总量,,0dc06572-fdb0-4b48-a2e7-111f0b29f913,"输入: CMi-某一测算单元主伐量(REAL), JM-抚育间伐、补充主伐、低产林改造等其他采伐量之和(REAL) | 输出: CCMi-用材林采伐总量(REAL)",,Calculate The Total Amount Of Timber Forest Harvested
1566,7284fe417d50fdcae36a7ef0d5b88a02,土壤水分动态方程,,bd76e787-5311-46d2-989d-105fab6c45bb,"输入: Pt-降水函数(REAL), W-土壤含水量(REAL), WH-土壤最大持水量(REAL), WL-土壤最小持水量(REAL), Lambda_v-入渗系数(REAL), Lambda_s-入渗系数(REAL), C-常数(REAL), gCrWa-潜在渗漏函数(REAL), Ep-潜在蒸腾速率(REAL), It-植被叶面积指数(REAL) | 输出: W_t-土壤水分变化速率(REAL)",,Soil Moisture Dynamic Equation
1567,787de05f376fc6a4bdf6e53173423a37,概率模型,,6370be3b-07a2-462c-baab-435aa7be1f61,"输入: pmk-每个样本概率(REAL_ARRAY), T-样本总数(INT) | 输出: PTmk-总概率(REAL)",,Probabilistic Model
1568,eb639127287c947dbbf726cf765ba2ec,方差模型,,f762ac06-c879-4b44-8e6c-688ab7608d23,"输入: mse-均方误(REAL), avglnm-回归分析中自变量的平均值(REAL), s2b-斜率b的方差(REAL), m-平均密度(REAL), N-观察值总数(INT) | 输出: spt-方差(REAL)",,Variance Model
1569,a81756be8b7d29fd05c781c84b35007c,Pt_m经验关系式,,6f719478-333a-44fa-88db-11e7df1925a6,"输入: Pt-头蚜虫植株比例(REAL), a-参数(REAL), b-参数(REAL), m-平均密度(REAL) | 输出: bool-等式是否成立(INT)",,Pt M Empirical Relationship
1570,76af26d6c33c1a8ffc5a36a83af1d1a1,用于消除过多野草的劳动密度对时间的微分值,,52fd91fd-47bf-4c36-98de-2bb6a704a3da,"输入: thet1-增长率系数(REAL), Bt-野草生物量密度(REAL), Bc-对其他物种无害的Bt临界值(REAL), thet0-时间t用于消除过多野草的劳动密度(REAL), P-衰减率系数(REAL) | 输出: Pt-用于消除过多野草的劳动密度对时间的微分值(REAL)",,Derivative Of Labor Intensity Versus Time For Eliminating Excess Weeds
1571,4621564476ed570bee19b667ee7e74aa,野草生物量密度对时间的微分值,,9c3989da-3c14-458f-a895-793903b2468f,"输入: r1-野草的增长率系数(REAL), B-t时间野草生物量密度(REAL), K1-野草承载力(REAL), alpha-系数(REAL), P-时间t用于消除过多野草的劳动密度(REAL) | 输出: Bt-野草生物量密度对时间的微分值(REAL)",,The Differential Value Of Weed Biomass Density With Respect To Time
1572,acd47190e98f9b8f013c35607aec8b6e,湿地第一组分的生物量密度对时间的微分值,,b9ae17a6-7f2b-4cc5-ac24-2312d4cb7c02,"输入: rB-第一组分的增长系数(REAL), r0-增长率系数(REAL), R1-湿地第一组分的生物量密度(REAL), KB-第一组分承载力(REAL) | 输出: Rt-湿地第一组分的生物量密度对时间的微分值(REAL)",,The Differential Value Of The Biomass Density Of The First Component Of The Wetland With Respect To Time
1573,9bb68d997fa6d6a4fc3f2842c89761b9,线性加权和函数模型,,615d8e51-d8f7-4984-bff7-432309c5635a,"输入: b-权重值(REAL_ARRAY), B1-隶属度值(REAL), n-模式总数(INT) | 输出: U-加权和(REAL)",,Linear Weighted Sum Function Model
1574,c98e9c4b3b64f373e822757eba99587c,河水冲刷的河床宽,,3c8af95c-a399-482a-a038-8a0b4d52697b,"输入: k2-系数(REAL), Q-流量(REAL), rho-密度(REAL), alpha2-正指数(REAL), beta2-负指数(REAL) | 输出: B-河宽(REAL)",,The Width Of The River Bed Washed By The River
1575,7307bfad7a09b35299b27234d32fb178,河水冲刷的水深,,a7440405-c4da-459e-ac6c-6eb2e7606ac9,"输入: k1-系数(REAL), Q-流量(REAL), rho-密度(REAL), alpha1-正指数(REAL), beta1-负指数(REAL) | 输出: H-水深(REAL)",,The Depth Of Water Washed By The River
1576,130c5c8fd614b4fa31a60e46defa5e91,单要素环境质量指数I模型,,e0dd74e1-701c-4275-91b4-c42b55feaea6,"输入: Pi-某污染物的监测值(REAL), P0-某污染物的环境质量指标(REAL) | 输出: I-单要素环境质量指数(REAL)",,Single Factor Environmental Quality Index I Model
1577,0d7f69adf9adc6f48aa8c8b236cbf1ba,生物多样性程度Q模型,,b05d0818-b55b-414d-8144-bcf58e49a930,"输入: D-生物多样性观测值(REAL), M-生物多样性背景值(REAL) | 输出: Q-生物多样性程度(REAL)",,Biodiversity Q Model
1578,32e9b44d968f5a2c13508df171af3159,水土流失成都总和指数Ie模型,,6168c93e-5e5e-4dbd-9d20-e5e93c967678,"输入: W-分指标权重值(REAL_ARRAY), F-分指标的分级量值(REAL_ARRAY) | 输出: Ie-水土流失成都总和指数(REAL)",,Soil And Water Loss Chengdu Sum Index Ie Model
1579,f971a0fde9ad2f771f643971e3773437,样本的演替距离L模型,,bfac947a-9b0d-4d37-939a-750a8d03c837,"输入: Ri0-目标群落种的序号(REAL), Rij-每一样本的排序(REAL), a-给定的距离系数(REAL) | 输出: L-某一种植物种的演替距离(REAL)",,Succession Distance L Model Of Sample
1580,1858e27931aaa4bc7c3f8eaaa5d2acc4,指数模型,,58d43976-bba8-4894-a80f-d8f950d16d6e,"输入: a-各个栖息地的常数(REAL_ARRAY), b-各个栖息地的常数(REAL_ARRAY), A-各个栖息地的面积(REAL_ARRAY), n-栖息地数目(INT) | 输出: S-n块栖息地中的物种数量(REAL)",,Exponential Model
1581,0fe6dc4e3bc8ffb3274849166a771718,含有n块栖息地的幂函数模型,,d0cb492f-f9c5-4095-8202-d39031b7eab0,"输入: A-各个栖息地的面积(REAL_ARRAY), c-各个栖息地的常数(REAL_ARRAY), z-各个栖息地的常数(REAL_ARRAY), n-栖息地数目(INT) | 输出: S-n块栖息地中的物种数量(REAL)",,Power Function Model With N Habitats
1582,0c340b75539d5574c8e9a9855b925293,单位面积林木生长的期望现值,,aa29d244-624f-420d-8179-016c78c2494f,"输入: P-木材价格(REAL), C-采伐成本(REAL), Y-每年最大采伐蓄积量(REAL), T-扩充时间(REAL), I-育林投入(REAL), F-林地等级(REAL), r1-年利率(REAL) | 输出: V-单位面积林木生长的期望现值(REAL)",,Expected Present Value Of Tree Growth Per Unit Area
1583,94f258b8c185496d78a9471964c87755,林业企业采伐更新直接经济效益的数学公式,,7bde4d55-ffbd-459e-a8a1-c6ef38df0250,"输入: S-企业采伐更新的原木或产值或税利等使用价值量或价值量(REAL), L-企业采伐更新的或劳动消耗量与物化劳动消耗量之和(REAL) | 输出: E-企业直接经济效益(REAL)",,Mathematical Formula For Direct Economic Benefits Of Forestry Enterprise Harvesting Renewal
1584,f1eb463ca2511d698e91db9f8456a6fe,每年最大采伐蓄积量,,64e8bbed-997b-42ef-b3c3-9ed0ce537b25,"输入: YT-单位用材林地面积继续积生长函数(REAL), S-经营范围内用材林总面积(REAL), T-轮伐周期(REAL) | 输出: Y-每年最大采伐蓄积量(REAL)",,Maximum Harvesting Volume Per Year
1585,04fb9b03b7d99ab67c41cf1ecadb9d5c,植被净第一性生产力WBINPP模型,,24e00822-abb7-48ef-a283-179b89854ae3,"输入: Ega-生长际的实际蒸散(REAL), Ia-干燥度指数(REAL) | 输出: Pnp-生产力指数(REAL)",,Vegetation Net Primary Productivity Wbinpp Model
1586,d9378501c11ed5d86f37be7edc6e81a1,斑块灭绝的非随机动力学模型,,ee92e9c8-93a4-4abc-8381-548108709b01,输入: B-相对斑块化指数(REAL) | 输出: H-估计渐进灭绝过程的指数(REAL),,A Non-Stochastic Dynamic Model Of Patch Extinction
1587,fbe988e4c873829a35e651aedc81b817,Korcak,,2dfca3f4-abfe-4d8c-8cc7-87f15304f137,"输入: a-面积(REAL), N-面积大于a的岛屿数目(REAL), C-常数(REAL) | 输出: B-相对斑块化指数(REAL)",,Korcak
1588,defe453f9d44c79a25e9012e48ca6715,林分密度N与平均直径D的关系模型,,35fa60a6-4b8d-418c-a29c-c29db1f5f778,"输入: a-参数(REAL), D-平均直径(REAL), b-参数(REAL) | 输出: N-森林密度(REAL)",,Relationship Model Between Stand Density N And Average Diameter D
